round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,,
0,24,24,24,0.04,0.04,24,1,,,0.9907815456390381,1,1
1,1,1,1,0.50,0.4973919689655304,1,1,,,0.9831631779670715,2,1
2,3,3,6,0.51,0.49411317706108093,3,1,,,0.6802228093147278,3,1
3,8,8,8,0.5178568363189697,0.4821431636810303,8,1,,,0.9674485921859741,4,1
4,15,15,15,0.5229584574699402,0.4770415723323822,15,1,,,0.9999938607215881,5,1
5,11,11,6,0.5229039788246155,0.4770960211753845,11,1,,,0.516997755,6,1
6,8,8,8,0.5429031252861023,0.4570968747138977,8,1,,,0.8687991499900818,7,1
7,10,10,10,0.5520016551017761,0.4479983150959015,10,1,,,0.99922353,8,1
8,6,6,6,0.5526502728462219,0.4473497271537781,6,1,,,0.9693325161933899,9,1
9,3,3,3,0.5522939562797546,0.44770607352256775,3,1,,,0.997923732,10,1
10,16,16,16,0.5533533692359924,0.44664666056632996,16,1,,,0.9997719526290894,11,1
11,3,3,3,0.5538144707679749,0.44618552923202515,3,1,,,0.6800950765609741,12,1
12,6,6,3,0.5665947198867798,0.4334052801132202,6,1,,,0.14521659910678864,13,1
13,1,1,1,0.5921798944473267,0.40782010555267334,1,1,,,0.9998891949653625,14,1
14,2,2,2,0.5925735831260681,0.4074263870716095,2,1,,,0.9996832013130188,15,1
15,24,24,24,0.5925742387771606,0.40742573142051697,24,1,,,0.9999900460243225,16,1
16,3,3,3,0.5926303267478943,0.4073696434497833,3,1,,,0.9970982074737549,17,1
17,17,17,17,0.5941411256790161,0.4058588445186615,17,1,,,0.9969154000282288,18,1
18,8,8,8,0.5925977826118469,0.4074022173881531,8,1,,,0.9750365018844604,19,1
19,11,11,11,0.5895002484321594,0.4104997515678406,11,1,,,0.8490924835205078,20,1
20,10,10,10,0.5970973968505859,0.40290263295173645,10,1,,,0.9999202489852905,21,1
21,8,8,8,0.5972447395324707,0.4027552604675293,8,1,,,0.9929804801940918,22,1
22,0,0,0,0.5989964008331299,0.40100356936454773,0,1,,,1,23,1
23,17,17,17,0.5989922881126404,0.4010077118873596,17,1,,,0.9840834736824036,24,1
24,16,16,16,0.6004542112350464,0.40,16,1,,,0.9999971389770508,25,1
25,13,13,13,0.6005206108093262,0.39947938919067383,13,1,,,0.7534274458885193,26,1
26,25,25,25,0.6099629998207092,0.39003702998161316,25,1,,,0.9930506944656372,27,1
27,0,0,0,0.6125032901763916,0.3874967098236084,0,1,,,0.999994159,28,1
28,26,26,26,0.6123997569084167,0.38760024309158325,26,1,,,0.9975472688674927,29,1
29,6,6,6,0.6138589382171631,0.3861410617828369,6,1,,,0.9953728318214417,30,1
30,1,1,1,0.6150672435760498,0.3849327564239502,1,1,,,0.9918279051780701,31,1
31,26,26,26,0.6152752637863159,0.3847247362136841,26,1,,,0.9959293603897095,32,1
32,4,4,4,0.6137736439704895,0.3862263560295105,4,1,,,0.9947536587715149,33,1
33,26,26,26,0.6164807081222534,0.3835192918777466,26,1,,,0.9899507761001587,34,1
34,18,18,18,0.6138688921928406,0.3861311376094818,18,1,,,0.9992399215698242,35,1
35,12,12,7,0.6145235896110535,0.3854764401912689,12,1,,,0.3416343927383423,36,1
36,7,7,7,0.6411464214324951,0.35885360836982727,7,1,,,0.8129549622535706,37,1
37,25,25,25,0.6483185291290283,0.3516814708709717,25,1,,,0.9997054934501648,38,1
38,17,17,17,0.6487082839012146,0.35,17,1,,,0.9365898966789246,39,1
39,15,15,15,0.6549162268638611,0.3450838029384613,15,1,,,0.9999716281890869,40,1
40,9,9,7,0.6551026105880737,0.34489741921424866,9,1,,,0.4509369432926178,41,1
41,20,20,20,0.6724560856819153,0.3275439143180847,20,1,,,0.8160011768341064,42,1
42,1,1,1,0.6816636919975281,0.3183363080024719,1,1,,,0.9997211694717407,43,1
43,1,1,1,0.6816043853759766,0.31839561462402344,1,1,,,0.9623876810073853,44,1
44,6,6,3,0.6844524145126343,0.3155475854873657,6,1,,,0.22036892175674438,45,1
45,23,23,19,0.7025525569915771,0.29744741320610046,23,1,,,0.186110258,46,1
46,11,11,3,0.7267082929611206,0.27,11,1,,,0.3167860507965088,47,1
47,1,1,1,0.7453982830047607,0.25460174679756165,1,1,,,0.9988808631896973,48,1
48,15,15,15,0.7460730671882629,0.25392696261405945,15,1,,,0.9335012435913086,49,1
49,2,2,2,0.7513211369514465,0.24867887794971466,2,1,,,0.9999546408653259,50,1
