round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,p_b0_gt,p_m1_gt,loss_b0,loss_m1,pi0,pi1,m1_conf_top1,m1_margin
0,24,24,4,0.5,0.5,24,1,24,1,0.0673479363322258,0.5143452882766724,0.26921260356903076,0.6648604719862368,1.312253863700423,0.8120337724685669,0.18796619772911072,0.26921260356903076,0.09199798107147217
1,16,16,16,0.5411614179611206,0.4588386118412018,16,1,16,1,0.9999838471412659,0.9907444715499878,0.7042953372001648,0.00929862699278047,0.3505574977266836,0.6208468079566956,0.37915319204330444,0.7042953372001648,0.6594067886471748
2,0,0,0,0.5412425398826599,0.4587574601173401,0,1,0,1,0.9999994039535522,0.998127281665802,0.8107777237892151,0.0018744740635110255,0.2097613391413454,0.6212359070777893,0.37876415252685547,0.8107777237892151,0.7842779979109764
3,17,17,17,0.5412044525146484,0.45879557728767395,17,1,17,1,0.7134412527084351,0.616371214389801,0.47538819909095764,0.48390587618893044,0.7436235474795025,0.34726399183273315,0.6527360081672668,0.47538819909095764,0.3281793147325516
4,27,27,27,0.5280589461326599,0.4719410836696625,27,1,27,1,0.8977369666099548,0.7387876510620117,0.30166828632354736,0.3027447456559623,1.1984272549364,0.7848948240280151,0.21510519087314606,0.30166828632354736,0.07632343471050262
5,19,19,5,0.5205771923065186,0.47942280769348145,19,1,1,0,0.41652336716651917,0.5197229385375977,0.21129581332206726,0.6544594199052403,1.554496168460507,0.6084263920783997,0.3915736675262451,0.23172253370285034,0.02042672038078308
6,24,24,24,0.5331687927246094,0.466831237077713,24,1,24,1,0.9984307885169983,0.9587251543998718,0.6556375026702881,0.04215084121286442,0.4221472301635829,0.4823472797870636,0.5176527500152588,0.6556375026702881,0.527040958404541
7,10,10,10,0.5337082743644714,0.4662916958332062,10,1,10,1,0.9237249493598938,0.6636587977409363,0.30381929874420166,0.4099871204002855,1.1913221663344342,0.3909012973308563,0.6090987324714661,0.30381929874420166,0.2225652039051056
8,11,11,11,0.5317261219024658,0.46827390789985657,11,1,11,1,0.9995760321617126,0.9573302268981934,0.7012088894844055,0.043606882370899346,0.35494944848488985,0.6267486214637756,0.3732513189315796,0.7012088894844055,0.6165749505162239
9,24,24,24,0.532254695892334,0.4677453339099884,24,1,24,1,0.9558687806129456,0.854692280292511,0.5761975049972534,0.1570137809177483,0.551304786439568,0.5646541118621826,0.4353457987308502,0.5761975049972534,0.36028657853603363
10,9,17,9,0.5365824103355408,0.4634176194667816,9,1,17,0,0.09992150962352753,0.3618900179862976,0.11890901625156403,1.0164149310357287,2.12939664761738,0.9678881168365479,0.03211183100938797,0.3206807076931,0.20177169144153595
11,4,4,4,0.4923906624317169,0.5076093077659607,4,1,4,1,0.9996888041496277,0.9795369505882263,0.8881399631500244,0.020675318380305095,0.11862593225015146,0.3973616063594818,0.6026384830474854,0.8881399631500244,0.8493368923664093
12,10,10,10,0.4921726882457733,0.5078273415565491,10,1,10,1,0.7978729009628296,0.712044358253479,0.34897732734680176,0.3396150685929753,1.052748323512347,0.7499762177467346,0.2500237822532654,0.34897732734680176,0.16929176449775696
13,2,2,2,0.5024527311325073,0.4975472688674927,2,1,2,1,0.9927554726600647,0.8104257583618164,0.2502481937408447,0.21019554180227407,1.3853020786316579,0.501958429813385,0.4980415999889374,0.2502481937408447,0.06802056729793549
14,13,21,4,0.5001290440559387,0.4998709559440613,4,0,4,0,0.2421712428331375,0.0767797976732254,0.06763888895511627,2.566813724562405,2.693572180942425,0.8095510005950928,0.19044893980026245,0.2956375479698181,0.20965969562530518
15,19,19,19,0.47974056005477905,0.520259439945221,19,1,19,1,0.9856759905815125,0.8888556957244873,0.5868802666664124,0.11782037866357666,0.532934454974403,0.4796496033668518,0.5203503966331482,0.5868802666664124,0.5038517564535141
16,13,6,21,0.4824650287628174,0.5175349712371826,21,0,21,0,0.06270439177751541,0.11088959127664566,0.08098379522562027,2.199220245868826,2.513506203267118,0.6956675052642822,0.3043324649333954,0.19211405515670776,0.05633661150932312
