round,ground_truth,fused_pred,fused_correct,loss,correct_percentage,agent0_hw,agent1_hw,agent0_pred,agent0_correct,agent1_pred,agent1_correct
0,3,4,0,3.5991,0.00%,0.6333935856819153,0.3666064441204071,3,1,7,0
1,26,20,0,4.0967,0.00%,0.7223710417747498,0.27762889862060547,26,1,2,0
2,23,4,0,3.1594,0.00%,0.7228244543075562,0.27717554569244385,23,1,23,1
3,2,20,0,3.9304,0.00%,0.8208169937133789,0.1791830211877823,2,1,9,0
4,7,20,0,3.1600,0.00%,0.8598121404647827,0.1401878446340561,7,1,3,0
5,8,3,0,4.5234,0.00%,0.9023694396018982,0.09763055294752121,7,0,24,0
6,2,3,0,3.2817,0.00%,0.930828332901001,0.06917165219783783,2,1,19,0
7,27,4,0,3.0816,0.00%,0.9531905055046082,0.04680952429771423,27,1,7,0
8,15,20,0,2.6873,0.00%,0.9766792058944702,0.023320822045207024,15,1,2,0
9,25,27,0,3.2248,0.00%,0.9881969094276428,0.01180309522897005,25,1,27,0
10,4,3,0,3.8986,0.00%,0.9897063970565796,0.010293620638549328,4,1,3,0
11,1,3,0,4.3136,0.00%,0.9931953549385071,0.006804686971008778,1,1,23,0
12,15,20,0,2.7454,0.00%,0.9966537356376648,0.003346256213262677,15,1,2,0
13,23,22,0,3.1089,0.00%,0.9983052611351013,0.0016947815893217921,23,1,5,0
14,17,3,0,4.6791,0.00%,0.9987908005714417,0.0012092131655663252,17,1,1,0
15,2,20,0,3.6564,0.00%,0.998999297618866,0.0010007265955209732,2,1,18,0
16,11,0,0,2.7752,0.00%,0.9989961981773376,0.0010038278996944427,11,1,20,0
17,6,22,0,3.7494,0.00%,0.9989933371543884,0.0010066668037325144,6,1,16,0
18,14,26,0,3.8583,0.00%,0.9989957213401794,0.0010042795911431313,14,1,16,0
19,4,14,0,3.9521,0.00%,0.9989995956420898,0.0010004147188737988,4,1,9,0
20,25,3,0,4.3243,0.00%,0.9990000128746033,0.0010000184411183,25,1,17,0
21,10,2,0,4.3450,0.00%,0.998999834060669,0.001000174437649548,10,1,24,0
22,11,12,0,4.6354,0.00%,0.9989961981773376,0.0010038003092631698,11,1,15,0
23,13,20,0,4.1642,0.00%,0.9989996552467346,0.0010003776988014579,13,1,3,0
24,0,5,0,3.6566,0.00%,0.9990000128746033,0.0010000010952353477,0,1,3,0
25,19,24,0,3.8112,0.00%,0.9989986419677734,0.001001395983621478,19,1,18,0
26,16,4,0,4.5834,0.00%,0.9989999532699585,0.0010000307811424136,16,1,2,0
27,26,15,0,4.2744,0.00%,0.9989999532699585,0.0010000820038840175,26,1,6,0
28,1,3,0,3.7969,0.00%,0.998978853225708,0.0010211620246991515,1,1,17,0
29,8,2,0,4.0474,0.00%,0.9989691972732544,0.0010308318305760622,8,1,2,0
30,17,22,0,4.3482,0.00%,0.9989997744560242,0.0010002312483265996,17,1,16,0
31,4,3,0,3.2629,0.00%,0.9989997744560242,0.001000253134407103,4,1,16,0
32,21,4,0,3.5900,0.00%,0.9989999532699585,0.001000034622848034,21,1,25,0
33,4,3,0,3.5076,0.00%,0.9989979863166809,0.001002008211798966,4,1,24,0
34,5,20,0,3.1863,0.00%,0.9989927411079407,0.0010072641307488084,5,1,3,0
35,7,3,0,2.7374,0.00%,0.9989974498748779,0.0010025588562712073,7,1,4,0
36,17,24,0,4.5504,0.00%,0.9989981651306152,0.0010018234606832266,17,1,8,0
37,20,4,0,3.0841,0.00%,0.9989999532699585,0.001000079559162259,20,1,9,0
38,5,2,0,4.5359,0.00%,0.9989873170852661,0.0010127060813829303,5,1,18,0
39,6,17,0,4.3273,0.00%,0.9989970922470093,0.001002893433906138,6,1,18,0
40,7,3,0,3.2566,0.00%,0.9989998936653137,0.0010001420741900802,7,1,1,0
41,25,15,0,3.7449,0.00%,0.9989991188049316,0.0010008765384554863,25,1,27,0
42,8,2,0,3.5288,0.00%,0.9989924430847168,0.001007557031698525,8,1,6,0
43,2,12,0,5.2401,0.00%,0.9989979863166809,0.001002047909423709,2,1,0,0
44,18,22,0,2.7683,0.00%,0.998999834060669,0.0010002079652622342,18,1,7,0
45,15,15,1,2.2928,2.17%,0.9990000128746033,0.001000004936940968,15,1,26,0
46,24,2,0,3.7631,2.13%,0.9989999532699585,0.0010000343900173903,24,1,9,0
47,9,2,0,4.2541,2.08%,0.9989498257637024,0.001050213468261063,9,1,10,0
48,3,5,0,3.2480,2.04%,0.998999834060669,0.0010001773480325937,3,1,21,0
49,21,2,0,3.4579,2.00%,0.9990000128746033,0.001000009709969163,21,1,14,0
50,5,2,0,3.8597,1.96%,0.9989954233169556,0.0010045639937743545,5,1,16,0
51,10,2,0,4.2387,1.92%,0.9990000128746033,0.0010000165784731507,10,1,14,0
52,9,2,0,3.9382,1.89%,0.9989541172981262,0.0010458830511197448,27,0,9,1
53,25,15,0,2.4410,1.85%,0.9989999532699585,0.0010000704787671566,25,1,27,0
54,14,3,0,4.2269,1.82%,0.9989961981773376,0.0010038352338597178,14,1,7,0
55,12,12,1,2.6996,3.57%,0.9989956617355347,0.001004336983896792,12,1,15,0
56,20,15,0,3.9487,3.51%,0.9989983439445496,0.0010016553569585085,20,1,26,0
57,14,2,0,4.9501,3.45%,0.9989925622940063,0.001007419778034091,14,1,14,1
58,7,12,0,3.0786,3.39%,0.9989999532699585,0.001000058837234974,7,1,7,1
59,5,3,0,4.2464,3.33%,0.9989914298057556,0.0010085682151839137,5,1,17,0
60,8,2,0,3.1466,3.28%,0.9989995360374451,0.0010004868963733315,8,1,10,0
61,13,1,0,4.0108,3.23%,0.9989956617355347,0.0010043731890618801,13,1,12,0
62,24,7,0,4.3706,3.17%,0.9989998936653137,0.0010000936454162002,24,1,13,0
63,21,7,0,3.6336,3.12%,0.9990000128746033,0.0010000030742958188,21,1,13,0
64,1,3,0,3.3786,3.08%,0.9989939332008362,0.0010060601634904742,1,1,17,0
65,16,4,0,3.8762,3.03%,0.9989997744560242,0.001000247080810368,16,1,2,0
66,6,12,0,4.8591,2.99%,0.9989998936653137,0.0010000960901379585,6,1,0,0
67,0,12,0,4.4628,2.94%,0.9989979863166809,0.0010020220652222633,0,1,4,0
68,0,10,0,4.1400,2.90%,0.9989920258522034,0.0010079991770908237,0,1,0,1
69,23,26,0,3.3457,2.86%,0.9989990592002869,0.0010009347461163998,23,1,5,0
70,16,4,0,3.5436,2.82%,0.9989997744560242,0.0010002600029110909,16,1,5,0
71,6,12,0,3.6021,2.78%,0.9989916086196899,0.0010084016248583794,6,1,20,0
72,12,5,0,3.2803,2.74%,0.9989997148513794,0.0010003199568018317,12,1,3,0
73,2,4,0,3.9885,2.70%,0.9989965558052063,0.001003471901640296,2,1,0,0
74,16,15,0,3.9092,2.67%,0.9989998936653137,0.0010001180926337838,16,1,27,0
75,27,15,0,3.6855,2.63%,0.9989991784095764,0.0010008373064920306,27,1,24,0
76,3,4,0,2.6630,2.60%,0.9989991188049316,0.0010008853860199451,3,1,24,0
77,6,3,0,4.1953,2.56%,0.9989858269691467,0.001014210283756256,6,1,17,0
78,0,12,0,2.7222,2.53%,0.9989995360374451,0.0010004754876717925,0,1,20,0
79,5,12,0,3.7063,2.50%,0.9989421367645264,0.0010578581131994724,7,0,1,0
80,4,12,0,3.0685,2.47%,0.9989912509918213,0.001008765073493123,4,1,16,0
81,25,2,0,3.4088,2.44%,0.9989988803863525,0.0010011359117925167,25,1,8,0
82,7,12,0,3.2718,2.41%,0.998999297618866,0.001000721356831491,7,1,3,0
83,10,12,0,3.6689,2.38%,0.9989999532699585,0.0010000515030696988,10,1,7,0
84,6,12,0,3.8015,2.35%,0.9989967942237854,0.0010032188147306442,6,1,12,0
85,0,12,0,3.6548,2.33%,0.9989999532699585,0.001000058138743043,0,1,4,0
86,13,14,0,4.5321,2.30%,0.9989997744560242,0.0010002272902056575,13,1,9,0
87,24,5,0,4.0530,2.27%,0.9990000128746033,0.0010000148322433233,24,1,3,0
88,24,20,0,4.0238,2.25%,0.9990000128746033,0.0010000052861869335,24,1,2,0
89,15,15,1,2.9266,3.33%,0.998999834060669,0.0010001871269196272,15,1,4,0
90,13,12,0,3.9765,3.30%,0.9990000128746033,0.0010000034235417843,13,1,0,0
91,21,12,0,3.1789,3.26%,0.9990000128746033,0.0010000134352594614,21,1,20,0
92,4,3,0,3.1012,3.23%,0.9989994168281555,0.0010005825897678733,4,1,7,0
93,25,15,0,2.6696,3.19%,0.9989998936653137,0.0010001173941418529,25,1,26,0
94,7,15,0,2.9885,3.16%,0.9989975094795227,0.0010025250958278775,7,1,26,0
95,24,5,0,3.8755,3.12%,0.9990000128746033,0.0010000066831707954,24,1,25,0
96,15,15,1,3.6708,4.12%,0.9989998936653137,0.001000092481262982,15,1,13,0
97,8,2,0,3.4444,4.08%,0.9989928007125854,0.0010072290897369385,8,1,26,0
98,15,15,1,1.8983,5.05%,0.9990000128746033,0.0010000105248764157,15,1,10,0
99,25,2,0,2.9156,5.00%,0.9989997148513794,0.0010002913186326623,25,1,14,0
100,18,15,0,3.0063,4.95%,0.9989992380142212,0.0010007707169279456,18,1,6,0
101,7,3,0,2.2320,4.90%,0.998999834060669,0.0010001602349802852,7,1,4,0
102,11,12,0,3.0518,4.85%,0.9989970326423645,0.001003004377707839,11,1,8,0
103,0,12,0,2.3541,4.81%,0.9990000128746033,0.0010000222828239202,0,1,27,0
104,16,4,0,3.5377,4.76%,0.9989995956420898,0.0010004356736317277,16,1,18,0
105,1,3,0,4.2633,4.72%,0.9989805817604065,0.001019425573758781,1,1,7,0
106,25,4,0,3.0103,4.67%,0.9990000128746033,0.0010000207694247365,25,1,0,0
107,16,4,0,1.8438,4.63%,0.9990000128746033,0.001000009011477232,16,1,21,0
108,27,15,0,2.4846,4.59%,0.9989973306655884,0.001002658624202013,27,1,27,1
109,11,12,0,3.6954,4.55%,0.9989998936653137,0.001000092481262982,11,1,24,0
110,11,3,0,3.4694,4.50%,0.998997688293457,0.001002302160486579,11,1,17,0
111,23,15,0,4.3087,4.46%,0.998996376991272,0.0010036361636593938,23,1,20,0
112,2,15,0,3.3747,4.42%,0.9989987015724182,0.001001299126073718,2,1,15,0
113,26,16,0,4.1217,4.39%,0.9989086985588074,0.0010913098230957985,9,0,21,0
114,26,2,0,4.0927,4.35%,0.9989998936653137,0.0010001115733757615,26,1,12,0
115,17,4,0,3.8451,4.31%,0.9989979267120361,0.0010020594345405698,17,1,19,0
116,16,15,0,3.4736,4.27%,0.9989996552467346,0.0010003583738580346,16,1,15,0
117,1,15,0,3.4127,4.24%,0.9989964962005615,0.0010035416344180703,1,1,15,0
118,13,0,0,3.6942,4.20%,0.998999834060669,0.0010001950431615114,13,1,16,0
119,8,2,0,3.4121,4.17%,0.9989873766899109,0.0010126117849722505,8,1,12,0
120,0,16,0,3.5618,4.13%,0.9989993572235107,0.0010006414959207177,0,1,21,0
121,10,15,0,2.8166,4.10%,0.998999834060669,0.0010001624468713999,10,1,26,0
122,23,15,0,3.9135,4.07%,0.9989882111549377,0.0010118253994733095,23,1,15,0
123,1,7,0,3.3547,4.03%,0.9989963173866272,0.0010036856401711702,1,1,21,0
124,11,16,0,2.9821,4.00%,0.9989997148513794,0.0010003161150962114,11,1,21,0
125,27,7,0,4.3825,3.97%,0.9989917278289795,0.0010082829976454377,27,1,4,0
126,8,12,0,3.8929,3.94%,0.9989759922027588,0.001024017226882279,8,1,4,0
127,2,4,0,3.4811,3.91%,0.9989997744560242,0.001000264543108642,2,1,7,0
128,20,4,0,4.0020,3.88%,0.9989998936653137,0.0010001108748838305,20,1,25,0
129,4,6,0,3.7215,3.85%,0.9989998936653137,0.0010001398622989655,4,1,9,0
130,9,2,0,3.0748,3.82%,0.9989770650863647,0.001022944925352931,9,1,14,0
131,3,15,0,3.7765,3.79%,0.9989996552467346,0.0010003303177654743,3,1,6,0
132,4,25,0,3.5999,3.76%,0.9989967942237854,0.0010031963465735316,4,1,26,0
133,0,0,1,2.0406,4.48%,0.9990000128746033,0.0010000057518482208,0,1,11,0
134,8,2,0,3.0638,4.44%,0.9989999532699585,0.0010000435868278146,8,1,15,0
135,27,1,0,2.4626,4.41%,0.9989974498748779,0.0010025739902630448,27,1,7,0
136,27,26,0,3.9085,4.38%,0.9989937543869019,0.0010062777437269688,27,1,23,0
137,15,15,1,1.7683,5.07%,0.9989999532699585,0.0010000839829444885,15,1,10,0
138,16,4,0,3.1979,5.04%,0.9990000128746033,0.001000010990537703,16,1,9,0
139,17,24,0,3.4158,5.00%,0.9989995360374451,0.0010004828218370676,17,1,9,0
140,4,15,0,3.0135,4.96%,0.9989998936653137,0.0010000990005210042,4,1,6,0
141,12,27,0,2.3346,4.93%,0.9989994764328003,0.001000514137558639,12,1,27,0
142,25,2,0,3.2315,4.90%,0.9989981055259705,0.0010018907487392426,25,1,9,0
143,21,15,0,3.4193,4.86%,0.9989996552467346,0.001000355463474989,21,1,27,0
144,11,12,0,2.8677,4.83%,0.9989970326423645,0.001002994948066771,11,1,15,0
145,16,4,0,3.4721,4.79%,0.9989999532699585,0.001000060117803514,16,1,14,0
146,1,15,0,3.1260,4.76%,0.9989942908287048,0.001005723373964429,1,1,6,0
147,16,4,0,3.2303,4.73%,0.9989999532699585,0.0010000717593356967,16,1,5,0
148,12,2,0,2.9409,4.70%,0.9989909529685974,0.001009064493700862,12,1,8,0
149,17,15,0,3.3477,4.67%,0.9989998936653137,0.0010001325281336904,17,1,26,0
150,21,16,0,2.7889,4.64%,0.9989985227584839,0.001001480151899159,21,1,16,0
151,25,15,0,3.0100,4.61%,0.9989992380142212,0.0010007465025410056,25,1,10,0
152,16,20,0,3.1712,4.58%,0.9990000128746033,0.00100001972168684,16,1,2,0
153,16,4,0,3.3286,4.55%,0.998999834060669,0.0010001988848671317,16,1,26,0
154,17,15,0,3.7981,4.52%,0.9989945292472839,0.0010055110324174166,17,1,15,0
155,2,2,1,2.4058,5.13%,0.9989986419677734,0.0010014004074037075,2,1,12,0
156,6,15,0,4.2349,5.10%,0.998975396156311,0.0010245877783745527,6,1,2,0
157,1,15,0,3.1814,5.06%,0.9989990592002869,0.0010009476682171226,1,1,7,0
158,16,16,1,2.4091,5.66%,0.9989999532699585,0.0010000417241826653,16,1,16,1
159,26,15,0,4.2986,5.62%,0.9989988803863525,0.0010011226404458284,26,1,13,0
160,0,16,0,3.3112,5.59%,0.9989978671073914,0.001002123928628862,0,1,4,0
161,21,7,0,3.2622,5.56%,0.9989994764328003,0.0010005095973610878,21,1,5,0
162,5,1,0,3.9902,5.52%,0.9989954829216003,0.0010045082308351994,5,1,19,0
163,4,3,0,2.9566,5.49%,0.998999834060669,0.001000162330456078,4,1,23,0
164,6,15,0,3.9663,5.45%,0.9989973306655884,0.0010026602540165186,6,1,26,0
165,23,7,0,3.8969,5.42%,0.9989995360374451,0.0010004794457927346,23,1,4,0
166,4,12,0,3.7571,5.39%,0.9989960193634033,0.0010040232446044683,4,1,11,0
167,0,16,0,3.1473,5.36%,0.9989959001541138,0.001004055025987327,0,1,0,1
168,2,4,0,3.6157,5.33%,0.9989989399909973,0.001001050928607583,2,1,27,0
169,14,9,0,4.6718,5.29%,0.9989864826202393,0.00101350131444633,14,1,18,0
170,0,12,0,3.3011,5.26%,0.9989999532699585,0.0010000714100897312,0,1,16,0
171,2,4,0,3.4979,5.23%,0.9989939332008362,0.001006062957458198,2,1,25,0
172,2,20,0,2.4563,5.20%,0.9989992380142212,0.0010007740929722786,2,1,8,0
173,2,4,0,3.1849,5.17%,0.9989854693412781,0.0010145423002541065,2,1,13,0
174,27,8,0,2.0351,5.14%,0.9989817142486572,0.0010183043777942657,27,1,8,0
175,2,0,0,3.9890,5.11%,0.998999834060669,0.0010002071503549814,2,1,16,0
176,13,20,0,3.7911,5.08%,0.9989990592002869,0.0010009482502937317,13,1,2,0
177,0,16,0,2.9149,5.06%,0.9989999532699585,0.0010000612819567323,0,1,4,0
178,26,15,0,3.2287,5.03%,0.998999834060669,0.001000198069959879,26,1,10,0
179,25,15,0,3.0535,5.00%,0.9989999532699585,0.0010000363690778613,25,1,24,0
180,10,15,0,3.4408,4.97%,0.9989988803863525,0.0010011070407927036,10,1,22,0
181,2,0,0,2.6944,4.95%,0.9989989995956421,0.0010010310215875506,2,1,24,0
182,7,0,0,2.7866,4.92%,0.9989983439445496,0.0010016744490712881,7,1,1,0
183,12,0,0,2.3375,4.89%,0.998999297618866,0.001000726129859686,12,1,1,0
184,17,25,0,3.7435,4.86%,0.9989997148513794,0.001000317744910717,17,1,25,0
185,4,12,0,2.9661,4.84%,0.9989991784095764,0.0010008245008066297,4,1,0,0
186,2,20,0,2.9029,4.81%,0.9989983439445496,0.0010016793385148048,2,1,17,0
187,13,0,0,4.2526,4.79%,0.9989989399909973,0.0010010508121922612,13,1,11,0
188,1,2,0,3.4972,4.76%,0.9989992380142212,0.0010007526725530624,1,1,24,0
189,9,12,0,3.2065,4.74%,0.9989920854568481,0.0010079536586999893,9,1,6,0
190,2,12,0,2.6436,4.71%,0.998999834060669,0.0010001591872423887,2,1,4,0
191,16,25,0,2.9244,4.69%,0.9989997148513794,0.0010002946946769953,16,1,5,0
192,14,2,0,3.8714,4.66%,0.99899822473526,0.00100177270360291,14,1,1,0
193,26,2,0,3.5887,4.64%,0.9990000128746033,0.0010000107577070594,26,1,14,0
194,7,4,0,3.1783,4.62%,0.9989980459213257,0.0010019768960773945,7,1,23,0
195,4,26,0,3.1312,4.59%,0.9989981055259705,0.0010018906323239207,4,1,23,0
196,7,15,0,2.9032,4.57%,0.9990000128746033,0.0010000121546909213,7,1,17,0
197,2,4,0,2.6416,4.55%,0.9989936351776123,0.0010063833324238658,2,1,27,0
198,10,25,0,3.2679,4.52%,0.9990000128746033,0.0010000101756304502,10,1,17,0
199,8,12,0,3.2350,4.50%,0.9989948272705078,0.001005198690108955,8,1,0,0
200,9,2,0,2.8958,4.48%,0.9989767670631409,0.0010232403874397278,9,1,25,0
201,2,2,1,2.0073,4.95%,0.9989994168281555,0.0010006064549088478,2,1,8,0
202,17,1,0,3.4516,4.93%,0.9989984035491943,0.0010016044834628701,17,1,17,1
203,5,15,0,3.5842,4.90%,0.9989952445030212,0.0010047632968053222,5,1,6,0
204,5,2,0,3.6961,4.88%,0.99899822473526,0.001001791562885046,5,1,8,0
205,26,2,0,3.7499,4.85%,0.9989998936653137,0.0010000927140936255,26,1,13,0
206,11,12,0,3.4542,4.83%,0.9989998936653137,0.001000111922621727,11,1,22,0
207,14,0,0,4.0575,4.81%,0.9989896416664124,0.0010103695094585419,14,1,3,0
208,6,7,0,3.6597,4.78%,0.9989940524101257,0.0010059837950393558,6,1,4,0
209,5,2,0,3.5775,4.76%,0.9989994168281555,0.0010005779331550002,5,1,17,0
210,21,16,0,3.1024,4.74%,0.9989988207817078,0.0010012078564614058,21,1,15,0
211,4,12,0,2.8045,4.72%,0.9989994168281555,0.0010006098309531808,4,1,5,0
212,1,2,0,3.8381,4.69%,0.9989986419677734,0.0010013878345489502,1,1,24,0
213,0,12,0,2.6781,4.67%,0.9990000128746033,0.0010000014444813132,0,1,1,0
214,9,2,0,3.0926,4.65%,0.9989903569221497,0.0010096339974552393,9,1,6,0
215,26,2,0,3.6501,4.63%,0.9989997148513794,0.0010003135539591312,26,1,24,0
216,27,15,0,3.9831,4.61%,0.9989950656890869,0.0010049246484413743,27,1,15,0
217,19,2,0,4.3816,4.59%,0.9989995956420898,0.0010004366049543023,19,1,13,0
218,7,2,0,3.4059,4.57%,0.998999297618866,0.0010007374221459031,7,1,14,0
219,2,12,0,2.6062,4.55%,0.9989997744560242,0.001000232296064496,2,1,0,0
220,24,2,0,4.2952,4.52%,0.9989997148513794,0.0010002899216488004,24,1,15,0
221,6,15,0,3.6380,4.50%,0.9989969730377197,0.0010030206758528948,6,1,7,0
222,6,15,0,3.3038,4.48%,0.998999297618866,0.0010007309028878808,6,1,4,0
223,3,15,0,4.1913,4.46%,0.9989985823631287,0.0010014043655246496,3,1,26,0
224,23,2,0,4.5737,4.44%,0.998995840549469,0.0010041536297649145,23,1,24,0
225,18,12,0,4.1728,4.42%,0.9989997744560242,0.0010002236813306808,18,1,13,0
226,18,2,0,3.1430,4.41%,0.9989976286888123,0.001002357923425734,18,1,14,0
227,6,2,0,3.6949,4.39%,0.9989959597587585,0.001004082034341991,6,1,20,0
228,11,0,0,3.0117,4.37%,0.9989916682243347,0.0010083267698064446,11,1,17,0
229,8,7,0,4.5624,4.35%,0.998985230922699,0.001014808309264481,8,1,4,0
230,9,2,0,3.1251,4.33%,0.9989959597587585,0.0010040616616606712,9,1,13,0
231,26,15,0,3.4353,4.31%,0.9989957213401794,0.0010042681824415922,26,1,26,1
232,17,2,0,3.6519,4.29%,0.9989989995956421,0.0010009872494265437,17,1,1,0
233,5,2,0,3.2511,4.27%,0.998999297618866,0.0010007109958678484,5,1,2,0
234,26,25,0,2.9442,4.26%,0.9989999532699585,0.001000031130388379,26,1,18,0
235,19,2,0,5.0137,4.24%,0.9989987015724182,0.001001325435936451,19,1,8,0
236,6,2,0,3.2620,4.22%,0.9989992380142212,0.0010007743258029222,6,1,10,0
237,16,2,0,3.0758,4.20%,0.9990000128746033,0.0010000128531828523,16,1,20,0
238,7,2,0,3.2720,4.18%,0.9990000128746033,0.0010000247275456786,7,1,10,0
239,4,2,0,3.4417,4.17%,0.9989998936653137,0.0010001175105571747,4,1,15,0
240,24,2,0,3.5251,4.15%,0.9990000128746033,0.001000012969598174,24,1,18,0
241,13,2,0,3.4908,4.13%,0.998997688293457,0.0010023225331678987,13,1,26,0
242,24,2,0,3.7566,4.12%,0.9990000128746033,0.001000010990537703,24,1,22,0
243,11,11,1,2.5546,4.51%,0.9989997744560242,0.001000210060738027,11,1,3,0
244,21,16,0,3.0827,4.49%,0.998999834060669,0.0010001503396779299,21,1,3,0
245,18,2,0,2.8360,4.47%,0.9989995956420898,0.0010004425421357155,18,1,8,0
246,0,12,0,3.2462,4.45%,0.9989998936653137,0.0010001155314967036,0,1,5,0
247,27,27,1,2.2061,4.84%,0.9989956021308899,0.0010043957736343145,27,1,13,0
248,13,0,0,3.2573,4.82%,0.9989933967590332,0.0010066075483337045,13,1,21,0
249,5,2,0,3.3293,4.80%,0.9989982843399048,0.0010017489548772573,5,1,0,0
250,17,4,0,3.0063,4.78%,0.9989998936653137,0.001000135438516736,17,1,18,0
251,15,0,0,2.9844,4.76%,0.9989999532699585,0.0010000304318964481,15,1,11,0
252,21,16,0,3.1407,4.74%,0.9989994168281555,0.0010006186785176396,21,1,3,0
253,8,2,0,2.8556,4.72%,0.9989970922470093,0.0010029015829786658,8,1,1,0
254,1,2,0,3.9522,4.71%,0.9989964962005615,0.001003502868115902,1,1,14,0
255,9,12,0,3.4685,4.69%,0.9989800453186035,0.0010199917014688253,9,1,4,0
256,18,2,0,3.7273,4.67%,0.9989988207817078,0.0010011667618528008,18,1,24,0
257,24,2,0,3.4290,4.65%,0.9990000128746033,0.0010000140173360705,24,1,9,0
258,9,2,0,2.9228,4.63%,0.9989906549453735,0.00100937660317868,9,1,0,0
259,26,2,0,3.4733,4.62%,0.998999834060669,0.0010001631453633308,26,1,20,0
260,9,16,0,2.9467,4.60%,0.9989991188049316,0.0010008763056248426,9,1,16,0
261,27,27,1,3.7694,4.96%,0.9989989399909973,0.0010010813130065799,27,1,10,0
262,21,16,0,2.9242,4.94%,0.9989994764328003,0.0010005650110542774,21,1,27,0
263,6,9,0,3.2287,4.92%,0.9989997744560242,0.0010002200724557042,6,1,21,0
264,7,2,0,3.2141,4.91%,0.9989771246910095,0.0010228602914139628,7,1,20,0
265,26,21,0,2.7877,4.89%,0.998997688293457,0.0010023224167525768,26,1,16,0
266,14,2,0,4.6572,4.87%,0.9989959597587585,0.0010040728375315666,14,1,21,0
267,17,9,0,3.1950,4.85%,0.998999834060669,0.0010001707123592496,17,1,6,0
268,6,0,0,3.0593,4.83%,0.9989987015724182,0.001001292490400374,6,1,13,0
269,17,4,0,3.5643,4.81%,0.9989980459213257,0.0010019585024565458,17,1,22,0
270,23,26,0,3.6259,4.80%,0.9989981055259705,0.0010019168257713318,23,1,5,0
271,19,1,0,4.1860,4.78%,0.9990000128746033,0.0010000145994126797,19,1,17,0
272,24,2,0,3.2098,4.76%,0.9990000128746033,0.0010000027250498533,24,1,24,1
273,3,4,0,4.1882,4.74%,0.9989951848983765,0.0010048504918813705,3,1,26,0
274,27,27,1,2.2668,5.09%,0.9989887475967407,0.001011263462714851,27,1,27,1
275,15,15,1,2.4082,5.43%,0.998999834060669,0.0010001714108511806,15,1,27,0
276,26,15,0,2.8358,5.42%,0.9990000128746033,0.0010000120382755995,26,1,27,0
277,9,2,0,3.1208,5.40%,0.9989909529685974,0.001009071129374206,9,1,3,0
278,21,16,0,2.8579,5.38%,0.9989994168281555,0.0010005718795582652,21,1,13,0
279,1,26,0,3.1806,5.36%,0.9989875555038452,0.0010124554391950369,1,1,16,0
280,19,7,0,4.3189,5.34%,0.9989921450614929,0.0010078888153657317,19,1,4,0
281,19,2,0,4.2993,5.32%,0.9990000128746033,0.0010000184411183,19,1,14,0
282,9,26,0,2.5220,5.30%,0.9989959597587585,0.0010040460620075464,9,1,2,0
283,5,0,0,3.8838,5.28%,0.9989979863166809,0.001002046512439847,5,1,20,0
284,13,25,0,3.6010,5.26%,0.9990000128746033,0.0010000113397836685,13,1,7,0
285,4,7,0,4.8864,5.24%,0.998999834060669,0.0010001928312703967,4,1,27,0
286,17,1,0,3.3835,5.23%,0.9989998936653137,0.0010001461487263441,17,1,8,0
287,1,2,0,3.9521,5.21%,0.9989758729934692,0.0010241129202768207,1,1,8,0
288,7,21,0,2.7234,5.19%,0.9989997744560242,0.0010002258932217956,7,1,2,0
289,1,25,0,3.7604,5.17%,0.9989981651306152,0.0010018734028562903,1,1,7,0
290,26,26,1,2.6771,5.50%,0.9990000128746033,0.0010000111069530249,26,1,9,0
291,21,21,1,2.6542,5.82%,0.9990000128746033,0.0010000038892030716,21,1,23,0
292,2,26,0,2.8139,5.80%,0.9989995956420898,0.0010003921343013644,2,1,9,0
293,27,26,0,2.0815,5.78%,0.9989905953407288,0.0010094352765008807,27,1,9,0
294,14,15,0,3.9543,5.76%,0.9989986419677734,0.0010013420833274722,14,1,15,0
295,7,7,1,2.5660,6.08%,0.9989996552467346,0.0010003679199144244,7,1,24,0
296,7,7,1,2.6729,6.40%,0.9990000128746033,0.0010000212350860238,7,1,3,0
297,6,1,0,3.2414,6.38%,0.9989990592002869,0.0010009614052250981,6,1,27,0
298,20,2,0,4.2554,6.35%,0.9989997744560242,0.0010002658236771822,20,1,14,0
