round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,p_b0_gt,p_m1_gt,loss_b0,loss_m1,pi0,pi1,m1_conf_top1,m1_margin
0,26,26,26,0.5,0.5,26,1,26,1,0.9999663829803467,0.9874370098114014,0.6747201681137085,0.012642571774129413,0.3934572398232169,0.5696119666099548,0.43038806319236755,0.6747201681137085,0.635162852704525
1,27,27,27,0.49976256489753723,0.5002374649047852,27,1,9,0,0.8198628425598145,0.6602113842964172,0.2504957914352417,0.4151952160031162,1.384313159256068,0.40515387058258057,0.5948461890220642,0.29496780037879944,0.04447200894355774
2,27,14,27,0.5094125866889954,0.49058738350868225,27,1,27,1,0.7116828560829163,0.4993053674697876,0.21015606820583344,0.6945374115437936,1.5599048423550723,0.7498003840446472,0.250199556350708,0.21015606820583344,0.003096058964729309
3,11,21,11,0.5044974684715271,0.4955025315284729,11,1,11,1,0.31466662883758545,0.42469677329063416,0.24324992299079895,0.8563798393121311,1.4136658745006607,0.6987748742103577,0.3012251555919647,0.24324992299079895,0.12547026574611664
4,21,0,24,0.4875827133655548,0.5124173164367676,24,0,24,0,0.07505976408720016,0.15437524020671844,0.07405687123537064,1.8683690156061687,2.6029219507383754,0.3086773455142975,0.6913226842880249,0.1776726394891739,0.003136768937110901
5,2,2,2,0.4976896643638611,0.5023103356361389,2,1,2,1,0.9960943460464478,0.8807672262191772,0.2585534453392029,0.12696190337223567,1.3526528546081045,0.38859009742736816,0.6114099025726318,0.2585534453392029,0.1573438048362732
6,24,24,24,0.49770480394363403,0.502295196056366,24,1,24,1,0.9628334641456604,0.6013579964637756,0.22614838182926178,0.5085648537937171,1.4865639383823066,0.3938151001930237,0.6061849594116211,0.22614838182926178,0.15454445034265518
7,24,24,24,0.5031452775001526,0.496854692697525,24,1,24,1,0.7421531677246094,0.6376477479934692,0.26437079906463623,0.4499692672437339,1.3304026193706846,0.4768790900707245,0.5231209397315979,0.26437079906463623,0.13788223266601562
8,9,27,14,0.5194547772407532,0.48054519295692444,14,0,9,1,0.15694616734981537,0.19593772292137146,0.2203563004732132,1.629958410438816,1.5125094950772129,0.12446902692317963,0.875531017780304,0.2203563004732132,0.03032110631465912
9,8,5,8,0.5049349069595337,0.4950650632381439,8,1,8,1,0.24042589962482452,0.37730029225349426,0.20169556140899658,0.9747138774203508,1.6009958401689306,0.1399688571691513,0.8600311279296875,0.20169556140899658,0.0847017765045166
